source_id,exists,bytes,local_path,url
BUS-012,true,153568,references/inbox/business/Kitsa_TechMahindra_Partnership.html,https://www.techmahindra.com/insights/news/kitsa-and-tech-mahindra-collaborate-for-next-gen-pharma-solutions/
BUS-013,true,628640,references/inbox/business/Clinion_GenAI_Protocol.html,https://www.clinion.com/insight/simplifying-clinical-trial-protocol-with-genai/
BUS-014,true,184652,references/inbox/business/Kitsa_Blog_Index.html,https://kitsa.ai/blog
BUS-015,true,454524,references/inbox/business/CARA_Automatic_Protocol_Generation.html,https://www.caralifesciences.generiscorp.com/clinical-solutions/medical-writing-automatic-clinical-protocol-generation/
BUS-016,true,180242,references/inbox/business/TrialAssure_Home.html,https://trialassure.com/
BUS-017,true,128570,references/inbox/business/TrialAssure_Anonymize.html,https://trialassure.com/software/anonymize/
BUS-018,true,151251,references/inbox/business/Narrativa_Protocol_AI_Agents.html,https://www.narrativa.com/protocol-clinical-trials-automation-with-ai-agents/
BUS-019,true,360446,references/inbox/business/Paperguide_Clinical_Trials.html,https://paperguide.ai/solutions/clinical-trails/
BUS-020,true,41283,references/inbox/business/Clinical_Trials_Protocol_Authoring_LLMs_arXiv.html,https://arxiv.org/abs/2404.05044
GOV-001,true,388352,references/inbox/ai_governance/EMA_AI_Medicinal_Product_Lifecycle_Reflection.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/reflection-paper-use-artificial-intelligence-ai-medicinal-product-lifecycle_en.pdf
GOV-002,true,36047,references/inbox/ai_governance/FDA_AI_Regulatory_Decision_Making.html,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/considerations-use-artificial-intelligence-support-regulatory-decision-making-drug-and-biological
GOV-003,true,89877,references/inbox/ai_governance/WHO_AI_Health_Ethics.html,https://www.who.int/publications/i/item/9789240029200
GOV-004,true,41412,references/inbox/ai_governance/FDA_AI_Drug_Development_Resource.html,https://www.fda.gov/about-fda/center-drug-evaluation-and-research-cder/artificial-intelligence-drug-development
GOV-005,true,35443,references/inbox/ai_governance/FDA_GMLP_Guiding_Principles.html,https://www.fda.gov/medical-devices/software-medical-device-samd/good-machine-learning-practice-medical-device-development-guiding-principles
STD-001,true,258573,references/inbox/medical/TransCelerate_Clinical_Content_Reuse_Assets.html,https://www.transceleratebiopharmainc.com/assets/clinical-content-reuse-solutions/
STD-002,true,367554,references/inbox/medical/TransCelerate_Clinical_Content_Reuse.html,https://www.transceleratebiopharmainc.com/initiatives/clinical-content-reuse/
STD-003,true,118028,references/inbox/medical/TransCelerate_CPT_Now_Available.html,https://www.transceleratebiopharmainc.com/news-center/common-protocol-template-now-available/
STD-004,true,132851,references/inbox/medical/TransCelerate_CPT_101.html,https://www.transceleratebiopharmainc.com/events/cpt-101-introduction-common-protocol-template-3/
STD-005,true,126717,references/inbox/medical/CDISC_PRM.html,https://www.cdisc.org/standards/foundational/protocol
STD-006,true,119813,references/inbox/medical/CDISC_PRM_Toolset_v1.html,https://www.cdisc.org/cdisc-prm-toolset-v1.0
STD-007,true,212937,references/inbox/medical/CDISC_TMF_Standard.html,https://www.cdisc.org/tmf
STD-008,true,130108,references/inbox/medical/CDISC_TMF_Reference_Model.html,https://www.cdisc.org/standards/trial-master-file-reference-model
STD-009,true,177110,references/inbox/medical/NIH_Protocol_Templates.html,https://grants.nih.gov/policy-and-compliance/policy-topics/clinical-trials/protocol-template
STD-010,true,66102,references/inbox/medical/Wisconsin_IRB_Protocol_Templates.html,https://irb.wisc.edu/manual/investigator-manual/irb-review-requirements-and-application-types/human-research-requiring-a-protocol/protocol-templates/
STD-011,true,78587,references/inbox/medical/MRCT_Diversity_Overlay_CPT.html,https://mrctcenter.org/resource/diversity-inclusion-and-equity-in-clinical-research-diversity-inclusion-overlay-transcelerates-common-protocol-template/
STD-012,true,177511,references/inbox/medical/Platform_Trial_Generic_Templates_PMC.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC10956223/
BUS-021,true,332708,references/inbox/business/Certara_CoAuthor.html,https://www.certara.com/coauthor/
BUS-022,true,222130,references/inbox/business/Certara_CoAuthor_Launch.html,https://www.certara.com/announcement/certara-launches-coauthor-a-regulatory-and-medical-writing-tool/
BUS-023,true,222399,references/inbox/business/Certara_CoAuthor_Factsheet.html,https://www.certara.com/fact-sheet/coauthor/
BUS-024,true,376806,references/inbox/business/Yseop_Medical_Writing_Automation.html,https://yseop.com/medical-writing-automation/
BUS-025,true,476450,references/inbox/business/Yseop_Clinical_Document_Automation.html,https://yseop.com/solutions/life-sciences/clinical/
BUS-026,true,382697,references/inbox/business/Yseop_Copilot.html,https://yseop.com/automate-medical-regulatory-authoringworkflows/
BUS-027,true,104467,references/inbox/business/Montrium_eTMF_Connect_Features.html,https://www.montrium.com/etmf-connect-features
BUS-028,true,143065,references/inbox/business/Montrium_Home.html,https://www.montrium.com/
BUS-029,true,232360,references/inbox/business/MasterControl_eTMF_Systems.html,https://www.mastercontrol.com/au/clinical/etmf-software-systems/
BUS-030,true,168340,references/inbox/business/MasterControl_eTMF_Manager.html,https://www.mastercontrol.com/resource-center/documents/mastercontrol-etmf-manager/
CN-001,true,792,references/inbox/medical/NMPA_GCP_2020.html,https://www.nmpa.gov.cn/xxgk/fgwj/xzhgfxwj/20200426162401243.html
CN-002,true,855,references/inbox/medical/NMPA_GCP_2026.html,https://www.nmpa.gov.cn/xxgk/fgwj/xzhgfxwj/20260608103856150.html
CN-003,true,25323,references/inbox/medical/CDE_Data_Management_Statistical_Analysis_Plan_2021.html,https://www.cde.org.cn/main/att/download/7da62eab6c2d93cb350048a1f507d348
CN-004,true,354761,references/inbox/medical/CDE_Protocol_Amendment_Guidance_2022.pdf,https://pharmwyp.com/posts/56814/3.%E4%B8%B4%E5%BA%8A%E8%AF%95%E9%AA%8C%E5%AE%9E%E6%96%BD/3.4%E8%AF%95%E9%AA%8C%E7%AC%A6%E5%90%88%E6%80%A7/20220623_CDE_%E5%85%B3%E4%BA%8E%E5%8F%91%E5%B8%83%E3%80%8A%E8%8D%AF%E7%89%A9%E4%B8%B4%E5%BA%8A%E8%AF%95%E9%AA%8C%E6%9C%9F%E9%97%B4%E6%96%B9%E6%A1%88%E5%8F%98%E6%9B%B4%E6%8A%80%E6%9C%AF%E6%8C%87%E5%AF%BC%E5%8E%9F%E5%88%99%EF%BC%88%E8%AF%95%E8%A1%8C%EF%BC%89%E3%80%8B%E7%9A%84%E9%80%9A%E5%91%8A%EF%BC%882022%E5%B9%B4%E7%AC%AC34%E5%8F%B7%EF%BC%89.pdf
CN-005,true,76790,references/inbox/medical/CNPharm_CDE_Protocol_Amendment_Announcement.html,https://m.cnpharm.com/c/2022-06-23/829152.shtml
CN-006,true,76806,references/inbox/medical/CNPharm_CDE_DM_SAP_Announcement.html,https://m.cnpharm.com/c/2022-01-04/814382.shtml
FS-001,true,673452,references/inbox/business/Feishu_Aily_Welcome.html,https://aily.feishu.cn/hc/1u7kleqg/4q7o7as7
FS-002,true,457667,references/inbox/business/Feishu_Aily_Get_Started_EN.html,https://www.feishu.cn/hc/en-US/articles/790732948604-get-started-with-feishu-aily
FS-003,true,476720,references/inbox/business/Feishu_Aily_Quick_Start_ZH.html,https://www.feishu.cn/hc/zh-CN/articles/790732948604-%E5%BF%AB%E9%80%9F%E4%BA%86%E8%A7%A3%E9%A3%9E%E4%B9%A6-aily
FS-004,true,566509,references/inbox/business/Feishu_AI_Agent_Node_Workflow.html,https://www.feishu.cn/hc/en-US/articles/643175485940-use-the-ai-agent-node-in-workflow
FS-005,true,728824,references/inbox/business/Feishu_Aily_Enterprise_Agent_Platform.html,https://www.feishu.cn/content/3d5z9ttt
FS-006,true,673330,references/inbox/business/Feishu_Aily_Conversation_Modes.html,https://www.feishu.cn/content/kdvbmrpn
FS-007,true,478131,references/inbox/business/Feishu_AI_Generated_Text_Workflow.html,https://www.feishu.cn/hc/en-US/articles/902812682257-use-ai-generated-text-in-workflow-and-automations
FS-008,true,227261,references/inbox/business/Feishu_Wiki_Knowledge_Base.html,https://www.feishu.cn/product/wiki
FS-009,true,474555,references/inbox/business/Feishu_Base_AI_Workflow.html,https://www.feishu.cn/hc/en-US/articles/317606642838-use-ai-to-build-workflows-in-base
FS-010,true,1902918,references/inbox/business/Feishu_AI_Plans_Quota.html,https://www.feishu.cn/hc/en-US/articles/629644238181-overview-of-feishu-ai-plans-and-ai-quota-usage-rules
BUR-001,true,740,references/inbox/business/AppliedClinicalTrials_Multidisciplinary_Protocol_Writing.html,https://www.appliedclinicaltrialsonline.com/view/multidisciplinary-approach-protocol-writing
BUR-002,true,192416,references/inbox/business/ICON_Regulator_Ready_Protocol_Complexity.html,https://www.iconplc.com/insights/blog/2025/04/09/controlling-complexity-regulator-ready-protocol
BUR-003,true,815,references/inbox/business/AppliedClinicalTrials_Amendment_Inefficiencies.html,https://www.appliedclinicaltrialsonline.com/view/shining-a-light-on-the-inefficiencies-in-amendment-implementation
BUR-004,true,110620,references/inbox/business/PreludeEDC_Cost_of_Protocol_Amendments.html,https://preludeedc.com/resource/cost-of-protocol-amendments-phase-1/
BUR-005,true,586698,references/inbox/business/Docuvera_Structured_Content_Medical_Writers.html,https://docuvera.com/blog/structured-content-for-medical-writers/
BUR-006,true,249811,references/inbox/business/Echo360_Structured_Content_Authoring_Pharma.html,https://echo360.com/articles/structured-content-authoring-pharma-tools/
BUR-007,true,272676,references/inbox/business/Deloitte_GenAI_Medical_Writing.html,https://www.deloitte.com/us/en/industries/life-sciences-health-care/articles/gen-ai-and-medical-writing.html
BUR-008,true,33365,references/inbox/business/AlphaLifeSci_AuroraPrime_Medical_Writing.html,https://alphalifesci.com/products/auroraprime-rma/medical-writing
BUR-009,true,139136,references/inbox/medical/Protocol_Writing_in_Clinical_Research_PMC.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC5198475/
BUR-010,true,143954,references/inbox/business/Quanticate_Protocol_Development.html,https://www.quanticate.com/clinical-trial-protocol-development
ADOC-001,true,143872,references/inbox/associated_documents/WHO_informed_consent_template.doc,https://cdn.who.int/media/docs/default-source/documents/ethics/ethics-informedconsent-clinicalstudies.doc?sfvrsn=d69ff68a_0
ADOC-002,true,84111,references/inbox/associated_documents/NIH_consent_templates.html,https://irbo.nih.gov/nih-irb-templates/consent-templates/
ADOC-003,true,455,references/inbox/associated_documents/NIAID_protocols_informed_consent.html,https://www.niaid.nih.gov/research/dmid-protocols-informed-consent
ADOC-004,true,54068,references/inbox/associated_documents/FDA_expanded_access_informed_consent_template.html,https://www.fda.gov/news-events/expanded-access/informed-consent-template-individual-patient-expanded-access
ADOC-005,true,128947,references/inbox/associated_documents/TransCelerate_common_SAP_template.html,https://www.transceleratebiopharmainc.com/initiatives/common-statistical-analysis-plan-sap-template/
ADOC-006,true,258575,references/inbox/associated_documents/TransCelerate_clinical_content_reuse_assets.html,https://www.transceleratebiopharmainc.com/assets/clinical-content-reuse-solutions/
ADOC-007,true,367554,references/inbox/associated_documents/TransCelerate_clinical_content_reuse.html,https://www.transceleratebiopharmainc.com/initiatives/clinical-content-reuse/
ADOC-008,true,295933,references/inbox/associated_documents/EU_PEARL_SAP_Template_2023.docx,https://eu-pearl.eu/wp-content/uploads/2023/05/3.EU-PEARL_SAP_Template_V3-25April2023.docx
ADOC-009,true,86454,references/inbox/associated_documents/Duke_SAP_template_2020.docx,https://biostat.duke.edu/sites/default/files/2022-06/SAP%20template%20for%20website%202020-06-09.docx
ADOC-010,true,81876,references/inbox/associated_documents/DAC_trials_SAP_template.html,https://dac-trials.org/resources/statistical-analysis-plan-template/
ADOC-011,true,250176,references/inbox/associated_documents/PMC_SAP_authoring_template_2023.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC10300078/
ADOC-012,true,94295,references/inbox/associated_documents/ClinicalTrialsGov_protocol_definitions.html,https://clinicaltrials.gov/policy/protocol-definitions
ADOC-013,true,94295,references/inbox/associated_documents/ClinicalTrialsGov_results_definitions.html,https://clinicaltrials.gov/policy/results-definitions
ADOC-014,true,94295,references/inbox/associated_documents/ClinicalTrialsGov_glossary.html,https://clinicaltrials.gov/study-basics/glossary
ADOC-015,true,482932,references/inbox/associated_documents/ICH_E3_Clinical_Study_Report.pdf,https://database.ich.org/sites/default/files/E3_Guideline.pdf
ADOC-016,true,1034454,references/inbox/associated_documents/MRCT_NIH_FDA_protocol_template_2022.pdf,https://mrctcenter.org/diversity-in-clinical-research/wp-content/uploads/sites/8/2022/06/MRCT-Center-NIH-Protocol-Template-Version-1.0.pdf
ADOC-017,true,531,references/inbox/associated_documents/NIA_informed_consent_template_2022.html,https://www.nia.nih.gov/sites/default/files/2022-03/nia-informed-consent-template.docx
ADOC-018,true,129094,references/inbox/associated_documents/NYU_standard_consent_template_2018.pdf,https://med.nyu.edu/departments-institutes/clinical-translational-science/sites/default/files/standard-consent-template-for-clinical-trials-and-biomedical-research.pdf
ADOC-019,true,143189,references/inbox/associated_documents/PMC_ClinicalTrialsGov_basic_results_2010.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC2821287/
ADOC-020,true,640905,references/inbox/associated_documents/Buffalo_ClinicalTrialsGov_registration_results_guide_2024.docx,https://www.buffalo.edu/content/dam/www/ctsi/Cores/ClinicalResearchOffice/ClinicalTrialsgov%20Registration%20and%20Results%20Guide%201.16.2024.docx
AI-001,true,1216008,references/inbox/ai_protocol_authoring/Markey_RAGs_to_riches_clinical_trial_documents_2024.pdf,https://arxiv.org/pdf/2402.16406
AI-002,true,399811,references/inbox/ai_protocol_authoring/Clinical_trials_protocol_authoring_using_LLMs_2024.pdf,https://arxiv.org/pdf/2404.05044
AI-003,true,186850,references/inbox/ai_protocol_authoring/PMC_LLMs_for_clinical_trial_protocol_assessments.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC12816432/
AI-004,true,307973,references/inbox/ai_protocol_authoring/PMC_LLMs_in_clinical_trials_review.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC12522288/
AI-005,true,547156,references/inbox/ai_protocol_authoring/PHUSE_intelligent_protocol_automation_2025.pdf,https://www.lexjansen.com/phuse-us/2025/ml/PAP_ML08.pdf
AI-006,true,0,references/inbox/ai_protocol_authoring/JMIR_LLM_consistency_RCT_AI_interventions_2025.html,https://www.jmir.org/2025/1/e72412
AI-007,true,25216,references/inbox/ai_protocol_authoring/AlphaLifeSci_AI_driven_protocol_authoring.html,https://alphalifesci.com/blog/blueprint-for-breakthrough-ai-driven-protocol-authoring-accelerates-phase-iii-clinical-trials
AI-008,true,151251,references/inbox/ai_protocol_authoring/Narrativa_AI_agents_protocol_automation.html,https://www.narrativa.com/protocol-clinical-trials-automation-with-ai-agents/
BURDEN-011,true,158540,references/inbox/business/PMC_protocol_amendments_site_performance_2025.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC12579691/
BURDEN-012,true,540464,references/inbox/business/IQVIA_protocol_complexity_trial_outcomes_2026.html,https://www.iqvia.com/blogs/2026/01/assessing-protocol-complexity-and-its-impact-on-trial-outcomes
BURDEN-013,true,210804,references/inbox/business/Precision_for_Medicine_amendment_trap.html,https://www.precisionformedicine.com/blog/the-amendment-trap-why-76-of-clinical-trials-face-six-figure-protocol-changes
BURDEN-014,true,110620,references/inbox/business/Prelude_cost_of_protocol_amendments_phase1.html,https://preludeedc.com/resource/cost-of-protocol-amendments-phase-1/
BURDEN-015,true,181592,references/inbox/business/CRIO_rising_complexity_study_design.html,https://clinicalresearch.io/blog/the-rising-complexity-of-study-design-what-it-means-for-clinical-research-sites/
REG-001,true,765283,references/inbox/regulatory_constraints/FDA_informed_consent_guidance_2023.pdf,https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm405006.pdf
REG-002,true,477,references/inbox/regulatory_constraints/HHS_OHRP_informed_consent_checklist.html,https://www.hhs.gov/ohrp/regulations-and-policy/guidance/checklists/index.html
REG-003,true,36536,references/inbox/regulatory_constraints/FDA_HHS_electronic_informed_consent.html,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/use-electronic-informed-consent-clinical-investigations-questions-and-answers
REG-004,true,750446,references/inbox/regulatory_constraints/ICH_E17_Multi_Regional_Clinical_Trials_2017.pdf,https://database.ich.org/sites/default/files/E17EWG_Step4_2017_1116.pdf
REG-005,true,72254,references/inbox/regulatory_constraints/EMA_ICH_E17_guideline_page.html,https://www.ema.europa.eu/en/ich-guideline-e17-general-principles-planning-design-multi-regional-clinical-trials-scientific-guideline
REG-006,true,34719,references/inbox/regulatory_constraints/FDA_ICH_E17_guidance_page.html,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/e17-general-principles-planning-and-design-multi-regional-clinical-trials
ADOC-021,true,233032,references/inbox/associated_documents/Weill_Cornell_ClinicalTrialsGov_protocol_SAP_redaction_2019.pdf,https://research.weill.cornell.edu/sites/default/files/policy_forms/wcm_clinicaltrials.gov_protocol_and_sap_upload_and_redaction_guidance_v1.0_11.9.19.pdf
ADOC-022,true,1100082,references/inbox/associated_documents/ISCB_clinical_trial_protocol_template_2016.pdf,https://www.iscb.international/files/folders/sira_files/protocol_template_05feb2016_508.pdf
ADOC-023,true,529,references/inbox/associated_documents/NIA_informed_consent_checklist_2008.html,https://www.nia.nih.gov/sites/default/files/2017-06/informed_consent_checklist_1_14_08_updated%20%281%29.doc
ADOC-024,true,788000,references/inbox/associated_documents/ClinicalTrialsGov_sample_ICF_NCT01873495.pdf,https://cdn.clinicaltrials.gov/large-docs/95/NCT01873495/ICF_001.pdf
SOA-001,true,51200,references/inbox/associated_documents/SPIRIT_schedule_figure_template.doc,https://www.spirit-statement.org/wp-content/uploads/2013/01/SPIRIT-Figure.doc
SOA-002,true,637506,references/inbox/associated_documents/CONSORT_SPIRIT_participant_timeline.html,https://www.consort-spirit.org/item18-participanttimeline
SOA-003,true,41019,references/inbox/associated_documents/BU_Schedule_of_Events_2023.docx,https://www.bumc.bu.edu/crro/files/2023/09/CRRO-Tool_Schedule-of-Events_9122023.docx
SOA-004,true,486400,references/inbox/associated_documents/Allina_schedule_of_events_instructions.doc,https://www.allinahealth.org/-/media/allina-health/files/for-medical-professionals/instructions-for-the-schedule-of-events.doc
SOA-005,true,160213,references/inbox/associated_documents/UAB_simplified_clinical_trial_protocol_template.docx,https://www.uab.edu/ccts/images/kiosk/Simplified_clinical_trial_protocol_template.docx
SOA-006,true,225827,references/inbox/associated_documents/UAB_all_templates_and_tools.html,https://www.uab.edu/ccts/clinical-trials-kiosk/all-templates-and-tools
SOA-007,true,179796,references/inbox/associated_documents/PMC_automated_protocol_templates_SoA_2025.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC12167819/
SOA-008,true,249369,references/inbox/associated_documents/PMC_SPIRIT_2025_statement.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC12035670/
SOA-009,true,1643099,references/inbox/associated_documents/ClinicalTrialsGov_public_protocol_SoA_NCT04671186.pdf,https://cdn.clinicaltrials.gov/large-docs/86/NCT04671186/Prot_SAP_000.pdf
SOA-010,true,432441,references/inbox/associated_documents/SPIRIT_PRO_protocol_template_2023.pdf,https://theproteusconsortium.org/wp-content/uploads/2023/02/230220-SPIRIT-PRO-PROtocol-template.pdf
COMP-001,true,101528,references/inbox/business/HumanTrue_quality_copilot.html,https://humantrue.com/quality
COMP-002,true,2160129,references/inbox/business/Cori_Clinical_home.html,https://www.cori-clinical.com/
COMP-003,true,886616,references/inbox/business/Cori_Clinical_ASSIST.html,https://www.cori-clinical.com/assist
COMP-004,true,421,references/inbox/business/Cori_Clinical_REVIEW.html,https://www.cori-clinical.com/review
COMP-005,true,655072,references/inbox/business/Clinials_home.html,https://clinials.com/
COMP-006,true,335518,references/inbox/business/Clinials_about.html,https://clinials.com/about-us
COMP-007,true,28880,references/inbox/business/Taimei_Wiz_iCTA.html,https://cn.taimei.com/index/product/id/41
COMP-008,true,32253,references/inbox/business/Taimei_ICH_M11_AI_platform.html,https://cn.taimei.com/cn/6466
COMP-009,true,299085,references/inbox/business/Veeva_AI_clinical_operations.html,https://www.veeva.com/products/clinical-operations/
COMP-010,true,55837,references/inbox/business/Evinova_study_document_assistant.html,https://evinova.com/sda
COMP-011,true,543477,references/inbox/public_sources/business/COMP-011_iqvia_protocol_design_optimization.html,https://www.iqvia.com/solutions/research-and-development/consulting/protocol-design-optimization
COMP-012,true,983580,references/inbox/public_sources/business/COMP-012_medidata_protocol_optimization.html,https://www.medidata.com/en/study-experience/protocol-optimization/
COMP-013,true,854818,references/inbox/public_sources/business/COMP-013_medidata_clinical_trial_analytics.html,https://www.medidata.com/en/study-experience/clinical-trial-analytics/
STAND-013,true,235696,references/inbox/public_sources/standards/STAND-013_cdisc_ddf.html,https://www.cdisc.org/ddf
STAND-014,true,133948,references/inbox/public_sources/standards/STAND-014_cdisc_usdm_onboarding.html,https://www.cdisc.org/education/usdm-onboarding-package
STAND-015,true,774176,references/inbox/public_sources/standards/STAND-015_cdisc_usdm_github.html,https://github.com/cdisc-org/usdm
ASSOC-025,true,258573,references/inbox/public_sources/associated_documents/ASSOC-025_transcelerate_clinical_content_reuse_assets.html,https://www.transceleratebiopharmainc.com/assets/clinical-content-reuse-solutions/
ASSOC-026,true,367554,references/inbox/public_sources/associated_documents/ASSOC-026_transcelerate_clinical_content_reuse_initiative.html,https://www.transceleratebiopharmainc.com/initiatives/clinical-content-reuse/
STAND-016,true,132799,references/inbox/public_sources/standards/STAND-016_transcelerate_ddf.html,https://www.transceleratebiopharmainc.com/initiatives/digital-data-flow/
STAND-017,true,132851,references/inbox/public_sources/standards/STAND-017_transcelerate_cpt_101.html,https://www.transceleratebiopharmainc.com/events/cpt-101-introduction-common-protocol-template-3/
